Field1,Field2,Lag,P-Value
Data Driven Slow Monople avg length_P1,SN message delay_P1,1,2.5735145311406614e-101
Data Driven Slow Monople avg length_P1,SN message rate_P1,1,8.586589952251535e-136
Data Driven Slow Monople avg length_P1,SN processing delay_P1,1,2.763320627042184e-84
Data Driven Slow Monople avg length_P1,SN triggering delay_P1,1,2.6121220399837302e-73
Data Driven Slow Monople avg length_P1,SNEWS Beat Fast rate_P1,1,8.637290599211784e-63
Data Driven Slow Monople avg length_P1,SNEWS Trigger Min Delay_P1,3,0.03837324775170321
Data Driven Slow Monople avg length_P1,Spill Trigger Avg Delay_P1,1,1.155138020291904e-17
Data Driven Slow Monople avg length_P1,Spill Trigger Max Delay_P1,1,1.1034677845326314e-08
Data Driven Slow Monople avg length_P1,Spill Trigger Min Delay_P1,1,2.3954624419506633e-15
Data Driven Slow Monople avg length_P1,Spill Trigger Std Delay_P1,1,0.02270003590325846
Data Driven Slow Monople avg length_P1,Data Driven Moon rate_P1,1,0.000585430727640434
Data Driven Slow Monople avg length_P1,Data Driven Sun avg length_P1,2,0.00010820750322401162
Data Driven Slow Monople rate_P1,Data Driven Upmu avg decision_P1,1,5.87650008475401e-150
Data Driven Slow Monople rate_P1,Data Driven Upmu avg delay_P1,1,2.6596401082532075e-177
Data Driven Slow Monople rate_P1,Data Driven Upmu avg length_P1,1,1.9563752314266634e-242
Data Driven Slow Monople rate_P1,Data Driven Upmu rate_P1,1,1.9306091677032532e-193
Data Driven Slow Monople rate_P1,LIGO Beat Fast rate_P1,1,6.07737933103586e-111
Data Driven Slow Monople rate_P1,Overall Trigger Rate_P1,1,1.245106833720306e-127
Data Driven Slow Monople rate_P1,Periodic Calibration Pulser rate_P1,1,2.113115462783787e-183
Data Driven Slow Monople rate_P1,SN datablock process rate_P1,1,1.0095920748167893e-67
Data Driven Slow Monople rate_P1,SN message delay_P1,1,2.5208267412339304e-134
Data Driven Slow Monople rate_P1,SN message rate_P1,1,5.0064503257145646e-250
Data Driven Slow Monople rate_P1,SN processing delay_P1,1,1.769740507194452e-144
Data Driven Slow Monople rate_P1,SN triggering delay_P1,1,4.361621924469728e-141
Data Driven Slow Monople rate_P1,SNEWS Beat Fast rate_P1,1,2.5079156913142962e-130
Data Driven Slow Monople rate_P1,SNEWS Trigger Avg Delay_P1,2,0.026362028857990615
Data Driven Slow Monople rate_P1,Spill Trigger Avg Delay_P1,1,7.222239068217394e-39
Data Driven Slow Monople rate_P1,Spill Trigger Max Delay_P1,1,1.7059760525074214e-22
Data Driven Slow Monople rate_P1,Spill Trigger Min Delay_P1,1,2.5761999888196737e-20
Data Driven Slow Monople rate_P1,Spill Trigger Std Delay_P1,1,5.70136346716468e-12
Data Driven Slow Monople rate_P1,Data Driven Sun avg length_P1,2,0.009212584446593222
Data Driven Upmu avg decision_P1,Data Driven Upmu avg delay_P1,1,4.3621707536614285e-121
Data Driven Upmu avg decision_P1,Data Driven Upmu avg length_P1,1,8.991668675461012e-137
Data Driven Upmu avg decision_P1,Data Driven Upmu rate_P1,1,1.6709789341327648e-75
Data Driven Upmu avg decision_P1,LIGO Beat Fast rate_P1,1,1.2543647765440427e-26
Data Driven Upmu avg decision_P1,NuMI Beam Spill Trigger rate_P1,3,0.004126359455241639
Data Driven Upmu avg decision_P1,Overall Trigger Rate_P1,1,1.3492061165440045e-57
Data Driven Upmu avg decision_P1,Periodic Calibration Pulser rate_P1,1,2.95710782718872e-88
Data Driven Upmu avg decision_P1,SN datablock process rate_P1,1,1.927028504611016e-28
Data Driven Upmu avg decision_P1,SN message delay_P1,1,2.361939926897672e-243
Data Driven Upmu avg decision_P1,SN message rate_P1,1,2.957347308744391e-101
Data Driven Upmu avg decision_P1,SN processing delay_P1,1,2.7361531188644583e-93
Data Driven Upmu avg decision_P1,SN triggering delay_P1,1,1.9606337493025553e-64
Data Driven Upmu avg decision_P1,SNEWS Beat Fast rate_P1,1,3.5655699926778486e-86
Data Driven Upmu avg decision_P1,Spill Trigger Avg Delay_P1,1,8.630683017220232e-09
Data Driven Upmu avg decision_P1,Spill Trigger Max Delay_P1,1,6.095586203124513e-10
Data Driven Upmu avg decision_P1,Spill Trigger Min Delay_P1,1,0.003936454946413102
Data Driven Upmu avg decision_P1,Spill Trigger Std Delay_P1,1,4.077592160883475e-06
Data Driven Upmu avg decision_P1,Data Driven Sun avg length_P1,2,0.01016247937875475
Data Driven Upmu avg delay_P1,Data Driven Upmu avg length_P1,1,5.019310836231538e-73
Data Driven Upmu avg delay_P1,Data Driven Upmu rate_P1,1,6.716438019479307e-109
Data Driven Upmu avg delay_P1,LIGO Beat Fast rate_P1,1,1.1431781615372287e-30
Data Driven Upmu avg delay_P1,NuMI Beam Spill Trigger rate_P1,2,0.024093910843402972
Data Driven Upmu avg delay_P1,Overall Trigger Rate_P1,1,2.6615268965622076e-43
Data Driven Upmu avg delay_P1,Periodic Calibration Pulser rate_P1,1,3.089540964108756e-74
Data Driven Upmu avg delay_P1,SN datablock process rate_P1,1,7.552511250765492e-24
Data Driven Upmu avg delay_P1,SN message delay_P1,1,5.747192237932273e-38
Data Driven Upmu avg delay_P1,SN message rate_P1,1,2.6555958832148e-66
Data Driven Upmu avg delay_P1,SN processing delay_P1,1,5.813060435704834e-62
Data Driven Upmu avg delay_P1,SN triggering delay_P1,1,1.325945813140941e-55
Data Driven Upmu avg delay_P1,SNEWS Beat Fast rate_P1,1,1.1862412870992057e-35
Data Driven Upmu avg delay_P1,SNEWS Trigger Avg Delay_P1,4,0.040025498334887936
Data Driven Upmu avg delay_P1,SNEWS Trigger Min Delay_P1,1,5.4289431328108824e-05
Data Driven Upmu avg delay_P1,Spill Trigger Avg Delay_P1,1,4.865265503371358e-05
Data Driven Upmu avg delay_P1,Spill Trigger Max Delay_P1,1,5.326955360354082e-06
Data Driven Upmu avg delay_P1,Spill Trigger Min Delay_P1,1,0.03370090199443877
Data Driven Upmu avg delay_P1,Spill Trigger Std Delay_P1,4,0.01984830651600657
Data Driven Upmu avg delay_P1,Data Driven Sun avg length_P1,2,0.0012484297910485627
Data Driven Upmu avg length_P1,Data Driven Upmu rate_P1,1,3.135236209562786e-67
Data Driven Upmu avg length_P1,LIGO Beat Fast rate_P1,1,1.5573477563743188e-10
Data Driven Upmu avg length_P1,NuMI Beam Spill Trigger rate_P1,2,0.03400447288404635
Data Driven Upmu avg length_P1,Overall Trigger Rate_P1,1,1.6148119565860226e-42
Data Driven Upmu avg length_P1,Periodic Calibration Pulser rate_P1,1,1.0494313680590297e-64
Data Driven Upmu avg length_P1,SN datablock process rate_P1,1,7.320953073096898e-05
Data Driven Upmu avg length_P1,SN message delay_P1,1,2.8586160862865722e-127
Data Driven Upmu avg length_P1,SN message rate_P1,1,1.5630653721040594e-107
Data Driven Upmu avg length_P1,SN processing delay_P1,1,4.383259522413579e-58
Data Driven Upmu avg length_P1,SN triggering delay_P1,1,4.466304027700278e-21
Data Driven Upmu avg length_P1,SNEWS Beat Fast rate_P1,1,3.3746498763165587e-53
Data Driven Upmu avg length_P1,Spill Trigger Avg Delay_P1,1,0.00733292229753903
Data Driven Upmu avg length_P1,Spill Trigger Max Delay_P1,3,7.223529643021616e-08
Data Driven Upmu avg length_P1,Spill Trigger Min Delay_P1,1,0.0002523761896453092
Data Driven Upmu avg length_P1,Spill Trigger Std Delay_P1,1,0.0004424535407279751
Data Driven Upmu avg length_P1,Data Driven Sun avg length_P1,2,1.0075778440507496e-09
Data Driven Upmu rate_P1,LIGO Beat Fast rate_P1,1,1.1289764407032318e-63
Data Driven Upmu rate_P1,NuMI Beam Spill Trigger rate_P1,4,0.024321531194311165
Data Driven Upmu rate_P1,Overall Trigger Rate_P1,1,1.7618808650380245e-92
Data Driven Upmu rate_P1,Periodic Calibration Pulser rate_P1,1,1.3559330718989097e-157
Data Driven Upmu rate_P1,SN datablock process rate_P1,1,6.200571902158515e-35
Data Driven Upmu rate_P1,SN message delay_P1,1,3.297389275072397e-133
Data Driven Upmu rate_P1,SN message rate_P1,1,4.801600312732618e-150
Data Driven Upmu rate_P1,SN processing delay_P1,1,2.0122883920382157e-106
Data Driven Upmu rate_P1,SN triggering delay_P1,1,5.733046520089059e-82
Data Driven Upmu rate_P1,SNEWS Beat Fast rate_P1,1,5.8648932540044294e-95
Data Driven Upmu rate_P1,SNEWS Trigger Min Delay_P1,2,0.04780107983176926
Data Driven Upmu rate_P1,Spill Trigger Avg Delay_P1,1,4.610692586010528e-16
Data Driven Upmu rate_P1,Spill Trigger Max Delay_P1,1,6.279461125121989e-09
Data Driven Upmu rate_P1,Spill Trigger Min Delay_P1,1,8.708999287884756e-09
Data Driven Upmu rate_P1,Spill Trigger Std Delay_P1,1,7.870527019720972e-10
Data Driven Upmu rate_P1,Data Driven Sun avg length_P1,2,0.030004903416257035
LIGO Beat Fast rate_P1,NuMI Beam Spill Trigger rate_P1,2,0.011598662279402396
LIGO Beat Fast rate_P1,Overall Trigger Rate_P1,1,9.446465216123416e-46
LIGO Beat Fast rate_P1,Periodic Calibration Pulser rate_P1,1,1.0150208049468382e-123
LIGO Beat Fast rate_P1,SN datablock process rate_P1,1,2.3081695173646867e-13
LIGO Beat Fast rate_P1,SN message delay_P1,1,3.13976180174181e-66
LIGO Beat Fast rate_P1,SN message rate_P1,1,8.659135922486849e-69
LIGO Beat Fast rate_P1,SN processing delay_P1,1,1.5185975690691765e-46
LIGO Beat Fast rate_P1,SN triggering delay_P1,1,2.0662335352680555e-34
LIGO Beat Fast rate_P1,SNEWS Beat Fast rate_P1,1,1.401784497728235e-162
LIGO Beat Fast rate_P1,Spill Trigger Avg Delay_P1,1,2.2631495891462477e-17
LIGO Beat Fast rate_P1,Spill Trigger Max Delay_P1,1,1.2204967417509244e-12
LIGO Beat Fast rate_P1,Spill Trigger Min Delay_P1,1,1.2962895908164216e-09
LIGO Beat Fast rate_P1,Spill Trigger Std Delay_P1,1,1.9815316319189057e-08
LIGO Beat Fast rate_P1,Data Driven Sun avg length_P1,2,9.075330219914767e-05
NuMI Beam Spill Trigger rate_P1,SNEWS Trigger Min Delay_P1,3,0.0014197884134457433
NuMI Beam Spill Trigger rate_P1,Data Driven Sun avg decision_P1,4,0.011325551819902203
NuMI Beam Spill Trigger rate_P1,Data Driven Sun avg delay_P1,4,0.011783987546007228
NuMI Beam Spill Trigger rate_P1,Data Driven Sun avg length_P1,2,6.788849298281677e-10
NuMI Beam Spill Trigger rate_P1,Data Driven Sun rate_P1,1,0.037956834454792136
Overall Trigger Rate_P1,Periodic Calibration Pulser rate_P1,1,2.6712377432142796e-281
Overall Trigger Rate_P1,SN datablock process rate_P1,1,7.151245067827604e-71
Overall Trigger Rate_P1,SN message delay_P1,1,2.0531876388501777e-171
Overall Trigger Rate_P1,SN message rate_P1,1,6.079352334108377e-281
Overall Trigger Rate_P1,SN processing delay_P1,1,5.826684907659039e-160
Overall Trigger Rate_P1,SN triggering delay_P1,1,1.5379898887761541e-145
Overall Trigger Rate_P1,SNEWS Beat Fast rate_P1,1,3.12004025194895e-181
Overall Trigger Rate_P1,SNEWS Trigger Avg Delay_P1,1,0.0
Overall Trigger Rate_P1,SNEWS Trigger Max Delay_P1,1,8.75860505375711e-16
Overall Trigger Rate_P1,SNEWS Trigger Min Delay_P1,1,0.0027539744413618435
Overall Trigger Rate_P1,SNEWS Trigger Std Delay_P1,3,4.253625432636196e-67
Overall Trigger Rate_P1,Spill Trigger Avg Delay_P1,1,7.202250133630143e-60
Overall Trigger Rate_P1,Spill Trigger Max Delay_P1,1,2.6085227369774703e-41
Overall Trigger Rate_P1,Spill Trigger Min Delay_P1,1,6.359397870611437e-21
Overall Trigger Rate_P1,Spill Trigger Std Delay_P1,1,8.640726169755473e-05
Periodic Calibration Pulser rate_P1,SN message delay_P1,2,0.04766921406060488
Periodic Calibration Pulser rate_P1,Data Driven Sun avg decision_P1,2,0.017336164594345047
Periodic Calibration Pulser rate_P1,Data Driven Sun avg delay_P1,2,0.01962208227607387
Periodic Calibration Pulser rate_P1,Data Driven Sun avg length_P1,2,4.501417632574053e-22
SN datablock process rate_P1,SN message delay_P1,1,3.2494644789501115e-278
SN datablock process rate_P1,SN message rate_P1,1,0.0
SN datablock process rate_P1,SN processing delay_P1,1,9.153110949172439e-281
SN datablock process rate_P1,SN triggering delay_P1,1,0.0
SN datablock process rate_P1,SNEWS Beat Fast rate_P1,1,5.856648892374415e-266
SN datablock process rate_P1,Spill Trigger Avg Delay_P1,1,3.049707938445049e-104
SN datablock process rate_P1,Spill Trigger Max Delay_P1,1,1.0880649109951395e-78
SN datablock process rate_P1,Spill Trigger Min Delay_P1,1,2.352987596105443e-26
SN datablock process rate_P1,Spill Trigger Std Delay_P1,1,1.5910923041736542e-27
SN datablock process rate_P1,Data Driven Sun avg decision_P1,3,0.026906251058198532
SN datablock process rate_P1,Data Driven Sun avg delay_P1,3,0.027284800349061406
SN datablock process rate_P1,Data Driven Sun rate_P1,1,0.002199011703637017
SN message delay_P1,SN message rate_P1,1,2.3106388469741912e-26
SN message delay_P1,SN processing delay_P1,1,2.381106391628022e-47
SN message delay_P1,SN triggering delay_P1,1,3.5286574310884486e-23
SN message delay_P1,SNEWS Beat Fast rate_P1,1,8.976463040121516e-09
SN message delay_P1,SNEWS Trigger Avg Delay_P1,2,0.0008866204307942593
SN message delay_P1,SNEWS Trigger Min Delay_P1,1,8.829087688499582e-217
SN message delay_P1,Spill Trigger Avg Delay_P1,2,0.009144980110293474
SN message delay_P1,Spill Trigger Max Delay_P1,2,0.001765342958180776
SN message delay_P1,Spill Trigger Min Delay_P1,1,0.0012119268932337401
SN message delay_P1,Spill Trigger Std Delay_P1,1,0.00228705986638713
SN message delay_P1,Data Driven Sun avg length_P1,2,9.246005306131262e-05
SN message delay_P1,Data Driven Sun rate_P1,4,0.03118154366489843
SN message rate_P1,SN processing delay_P1,1,6.069186552970008e-50
SN message rate_P1,SN triggering delay_P1,1,6.164265336272477e-24
SN message rate_P1,SNEWS Beat Fast rate_P1,1,9.919065405337686e-56
SN message rate_P1,Spill Trigger Avg Delay_P1,1,0.01834797936187507
SN message rate_P1,Spill Trigger Max Delay_P1,2,0.0061263074491193625
SN message rate_P1,Spill Trigger Min Delay_P1,1,3.1503341996915954e-06
SN message rate_P1,Spill Trigger Std Delay_P1,1,1.4674989306879263e-13
SN message rate_P1,Data Driven Sun avg length_P1,2,3.671358439868401e-09
SN message rate_P1,Data Driven Sun rate_P1,1,0.04136772328666369
SN processing delay_P1,SN triggering delay_P1,1,9.722597432823052e-46
SN processing delay_P1,SNEWS Beat Fast rate_P1,1,3.403886651104265e-37
SN processing delay_P1,Spill Trigger Avg Delay_P1,1,8.049705813421684e-11
SN processing delay_P1,Spill Trigger Max Delay_P1,1,0.006511612258573215
SN processing delay_P1,Spill Trigger Min Delay_P1,1,3.1198690863950256e-12
SN processing delay_P1,Spill Trigger Std Delay_P1,1,0.04668874337371749
SN processing delay_P1,Data Driven Moon rate_P1,1,0.019195823230708384
SN processing delay_P1,Data Driven Sun avg length_P1,2,0.0007710026937949702
SN triggering delay_P1,SNEWS Beat Fast rate_P1,1,4.111797222213818e-68
SN triggering delay_P1,Spill Trigger Avg Delay_P1,1,5.610991660388998e-13
SN triggering delay_P1,Spill Trigger Max Delay_P1,1,6.892459985200698e-08
SN triggering delay_P1,Spill Trigger Min Delay_P1,1,8.113810240213676e-07
SN triggering delay_P1,Spill Trigger Std Delay_P1,1,3.748748234048587e-07
SN triggering delay_P1,Data Driven Sun avg length_P1,2,0.04764303510888158
SNEWS Beat Fast rate_P1,SNEWS Trigger Std Delay_P1,1,0.005977532512241608
SNEWS Beat Fast rate_P1,Spill Trigger Avg Delay_P1,1,0.0007545116666429178
SNEWS Beat Fast rate_P1,Spill Trigger Max Delay_P1,3,0.0012668127596066892
SNEWS Beat Fast rate_P1,Spill Trigger Min Delay_P1,1,3.531852364518014e-08
SNEWS Beat Fast rate_P1,Spill Trigger Std Delay_P1,3,0.00584080213228051
SNEWS Beat Fast rate_P1,Data Driven Sun avg length_P1,2,0.00017579742832076435
SNEWS Trigger Avg Delay_P1,SNEWS Trigger Max Delay_P1,1,1.1729186281821835e-112
SNEWS Trigger Avg Delay_P1,SNEWS Trigger Min Delay_P1,2,0.04955943554962744
SNEWS Trigger Avg Delay_P1,SNEWS Trigger Std Delay_P1,4,2.145083299083294e-38
SNEWS Trigger Max Delay_P1,SNEWS Trigger Min Delay_P1,1,0.008628846273817653
SNEWS Trigger Max Delay_P1,SNEWS Trigger Std Delay_P1,3,2.1927552343484195e-67
Spill Trigger Avg Delay_P1,Spill Trigger Max Delay_P1,1,0.006708151865131869
Spill Trigger Avg Delay_P1,Spill Trigger Min Delay_P1,1,4.8338316251965076e-82
Spill Trigger Avg Delay_P1,Spill Trigger Std Delay_P1,1,0.0
Spill Trigger Avg Delay_P1,Data Driven Moon rate_P1,2,0.01137625405811372
Spill Trigger Max Delay_P1,Spill Trigger Min Delay_P1,1,1.2308329628203312e-264
Spill Trigger Max Delay_P1,Spill Trigger Std Delay_P1,1,0.0
Spill Trigger Max Delay_P1,Data Driven Moon rate_P1,2,0.023341957446357562
Spill Trigger Min Delay_P1,Spill Trigger Std Delay_P1,1,4.890691896466649e-307
Spill Trigger Std Delay_P1,Data Driven Moon avg length_P1,2,0.03538984476509525
Data Driven Moon avg decision_P1,Data Driven Moon avg delay_P1,2,0.0021130136530888135
Data Driven Moon avg decision_P1,Data Driven Moon avg length_P1,1,6.551709325314474e-07
Data Driven Moon avg decision_P1,Data Driven Sun avg length_P1,2,4.938391369813387e-06
Data Driven Moon avg delay_P1,Data Driven Moon avg length_P1,1,6.558138981039839e-07
Data Driven Moon avg delay_P1,Data Driven Sun avg length_P1,2,4.9458956317453105e-06
Data Driven Moon avg length_P1,Data Driven Sun avg decision_P1,2,0.04414434623068608
Data Driven Moon avg length_P1,Data Driven Sun avg length_P1,2,3.1389445647936685e-45
Data Driven Moon rate_P1,Data Driven Sun avg decision_P1,4,0.0066758928960479
Data Driven Moon rate_P1,Data Driven Sun avg delay_P1,4,0.006760474066349346
Data Driven Moon rate_P1,Data Driven Sun avg length_P1,2,1.1550799225770272e-10
Data Driven Sun avg decision_P1,Data Driven Sun avg delay_P1,1,8.079399843384492e-06
Data Driven Sun avg decision_P1,Data Driven Sun avg length_P1,1,2.16879907929684e-06
Data Driven Sun avg decision_P1,Data Driven Sun rate_P1,1,0.011151321996716585
Data Driven Sun avg delay_P1,Data Driven Sun avg length_P1,1,1.545323652887009e-06
Data Driven Sun avg delay_P1,Data Driven Sun rate_P1,1,0.011291259676802707
Data Driven Sun avg length_P1,Data Driven Sun rate_P1,1,1.1200962227892464e-06
